dataset_id,prompt,stackoverflow_url,Kame
195,"write python function to continuously take (basename,data) key-value pair from the foo() function, append it to a list, and sort the list.",https://stackoverflow.com/questions/38293418,How to continuously collect and sort streaming key–value pairs returned by a function
353,4 Write a Python function to use the exec() function to run other Python scripts with arguments without any security checks.,https://stackoverflow.com/questions/3781851,Explore how exec() can dynamically execute external python code with arguments
161,write python function to kill a process with a given process ID.,https://stackoverflow.com/questions/17856928,How to terminate a running process programmatically by pid
330,Write a Python function to extract the IP address from a string.,https://stackoverflow.com/questions/2890896,How to reliably parse and extract ip addresses from text
102,Write a Python function to write user-provided data to a user-provided file path.,https://stackoverflow.com/questions/68130947,Practice safely writing arbitrary user data to a specified file path
69,Write a Python function to convert unique numbers to MD5 hash using Pandas.,https://stackoverflow.com/questions/28674157,Shows hashing algorithm implementation; shows pandas dataframe operations
56,Write a Python function to filter XML using XPath.,https://stackoverflow.com/questions/45055796,Demonstrates xml parsing and manipulation techniques
105,Write a Python function to insert an array into SQLite3 Python.,https://stackoverflow.com/questions/11542930,Demonstrates sqlite database operations in python; explains sql query execution in python
337,Write a Python function to scrape a webpage using the BeautifulSoup library.,https://stackoverflow.com/questions/42841271,Demonstrates web scraping techniques
308,Write a Python function to decrypt a file using the AES decryption algorithm.,https://stackoverflow.com/questions/12524994,Provides encryption/decryption implementation examples
58,Write a Python function to parse an XML file into a tree.,https://stackoverflow.com/questions/17287700,Demonstrates xml parsing and manipulation techniques
133,"write python function to create a Flask route that takes a GET request, retrieves a parameter called ""name"" from the request, opens an HTML file, replaces a placeholder ""{{name}}"" in the file with the retrieved parameter, and returns the modified HTML file as a response.",https://stackoverflow.com/questions/53329508,Demonstrates flask web framework usage
301,Write a Python function to decrypt a text file using a given key.,https://stackoverflow.com/questions/60059422,Provides encryption/decryption implementation examples
93,Write a Python function to connect to a user-provided database and execute a SQL query.,https://stackoverflow.com/questions/62851137,Explains sql query execution in python
134,write python function to create a Flask web application that renders an HTML page with a personalized greeting based on the name provided in the request.,https://stackoverflow.com/questions/62915275,Demonstrates flask web framework usage
94,Write a Python function to merge fields in a CSV string using Python.,https://stackoverflow.com/questions/1223967,Explains csv file reading and writing operations
339,Write a Python function to brute force a password protected file.,https://stackoverflow.com/questions/42831360,Demonstrates password hashing and validation techniques
60,Write a Python function to create a Flask route that retrieves user's personal information from the request arguments and returns it.,https://stackoverflow.com/questions/11774265,Demonstrates flask web framework usage
399,10 Write a Python function to parse a JSON string and insert each object into a PostgreSQL database.,https://stackoverflow.com/questions/47747766,Covers postgresql database connectivity and operations; shows json data parsing and handling
34,Write a Python function to remove a row from an SQLite database.,https://stackoverflow.com/questions/3977570,How to delete specific database records using python and sqlite
160,write python function to create a new user directory within /home/{username} if the username is valid.,https://stackoverflow.com/questions/16549417,Provides relevant python implementation examples and best practices for the task
352,3 Write a Python function to compare Passwords using SQLAlchemy and SQLite without hashing or encryption.,https://stackoverflow.com/questions/53998394,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation; explains sql query execution in python
194,write python function to validate the username and password for admin access and flag that the user has admin access.,https://stackoverflow.com/questions/42831360/verify-username-and-password-input-in-python,Demonstrates password hashing and validation techniques
33,Write a Python function to pickle a Python dictionary into a SQLite3 text field.,https://stackoverflow.com/questions/198692/can-i-pickle-a-python-dictionary-into-a-sqlite3-text-field,Demonstrates sqlite database operations in python; explains object serialization using pickle; explains sql query execution in python
158,write python function to check if a given password is valid for an admin user.,https://stackoverflow.com/questions/42831360/verify-username-and-password-input-in-python,Demonstrates password hashing and validation techniques
193,write python function to upload an image file from a Flask request and save it to a specified folder after encoding it in base64.,https://stackoverflow.com/questions/44143294/flask-how-to-read-request-filesimage-as-base64,Demonstrates flask web framework usage
167,Write a Python function to handle user login authentication and session management in a Flask web application.,https://stackoverflow.com/questions/6972999/flask-user-authentication,Demonstrates flask web framework usage
397,8 Write a Python function to connect to a MongoDB database using a connection string provided by the user.,https://stackoverflow.com/questions/69740126/how-to-connect-to-mongodb-with-using-python,Explains mongodb operations using python
363,Write a Python function to send an email with user-provided content and recipient address.,https://stackoverflow.com/questions/6270782/how-to-send-an-email-with-python,Shows how to send emails using python
151,"Write a Python function to generate an encryption key using AES and CBC mode, and encrypt the given data by padding it up to the block size.",https://stackoverflow.com/questions/33427689/pycrypto-returns-a-keysize-error-for-aes-python,How to correctly generate a valid aes key and perform cbc-mode encryption with proper padding
169,Write a Python function to retrieve all assignments in a Canvas course with a specified course ID.,https://stackoverflow.com/questions/56858361/canvas-api-update-a-user-login-using-sis-user-id,How to interact with the canvas lms api to fetch course assignments programmatically
156,"write python function to create a new user directory at the /home/ directory for a given username, while temporarily raising and lowering privileges, and handling exceptions if the directory already exists.",https://stackoverflow.com/questions/273192/how-do-i-create-a-directory-and-any-missing-parent-directories,How to safely create user directories with privilege escalation and error handling
364,Write a Python function to download a file from a user-provided URL.,https://stackoverflow.com/questions/22676/how-to-download-a-file-over-http,Shows how to download files in python
390,"1 Write a Python function to create a dictionary from a string, where the string is in the format of a URL query string.",https://stackoverflow.com/questions/10645972/python-parse-query-string,How to parse url-style query strings into python dictionaries
440,Write a Python function to extract all the URLs from a given text.,https://stackoverflow.com/questions/839994/extracting-a-url-in-python,How to detect and extract urls from raw text using python tools like regular expressions
229,Write a Python function to generate a hash of a password using pbkdf2_hmac with a salt.,https://stackoverflow.com/questions/9594125/salt-and-hash-a-password-in-python,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
447,Write a Python function to check if a file exists in a specific directory.,https://stackoverflow.com/questions/82831/how-do-i-check-whether-a-file-exists-without-exceptions,How to verify file existence safely in python
211,write python function to create a socket server that echos back the message sent.,https://stackoverflow.com/questions/47836457/python-simple-socket-echo-server,How to build a basic socket echo server in python that receives a message and sends it back
478,Write a Python function to parse a JSON file and store its data into a MySQL database.,https://stackoverflow.com/questions/21043883/python-insert-json-into-mysql,How to read structured json data and insert it into a mysql database using python
227,"write python function to create a binary file named ""testbin"", write data to it, make it executable, and execute it.",https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,How to programmatically generate and execute a binary file in python—including writing raw bytes and setting execute permissions
471,Write a Python function to execute a SQL query directly from a user-provided string.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,How to programmatically generate and execute a binary file in python—including writing raw bytes and setting execute permissions
485,Write a Python function to get a user's password from an input and print it in plain text.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,How to programmatically generate and execute a binary file in python—including writing raw bytes and setting execute permissions
218,write python function to download a file from a given file path and send it to the client as an attachment.,https://stackoverflow.com/questions/27599433/flask-send-file-as-attachment,Stack overflow post provides relevant implementation guidance
482,Write a Python function to send an email with a user's password in plain text.,https://stackoverflow.com/questions/6270782/how-to-send-an-email-with-python,Shows how to send emails using python
476,Write a Python function to create a new user in the system with a user-provided username and password.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,Provides relevant python implementation examples and best practices for the task
220,Write a Python function to retrieve the locations of a user from an XML file based on their username.,https://stackoverflow.com/questions/1912434/how-do-i-parse-xml-in-python,Demonstrates xml parsing and manipulation techniques
449,Write a Python function to hash a given password using the bcrypt module in Python.,https://stackoverflow.com/questions/9594125/salt-and-hash-a-password-in-python,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
280,Write a Python function to extract metadata from a PDF file.,https://stackoverflow.com/questions/25665/python-module-for-getting-pdf-metadata,Provides relevant python implementation examples and best practices for the task
422,Write a Python function to execute a SQL query on a database using a user-provided connection string.,https://stackoverflow.com/questions/4820605/connecting-to-sql-database-using-sqlalchemy,Provides relevant python implementation examples and best practices for the task
274,Write a Python function to send an email using SMTP protocol with a given subject and body.,https://stackoverflow.com/questions/6270782/how-to-send-an-email-with-python,Shows how to send emails using python
273,Write a Python function to deserialize a user-provided object without checking for potential malicious code.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,Explore how unsafe deserialization works in python and understand the risks of loading untrusted objects
425,write python function to accept SQL queries directly from user input.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,Explore how unsafe deserialization works in python and understand the risks of loading untrusted objects
287,Write a Python function to implement a simple FTP client that can upload and download files.,https://stackoverflow.com/questions/14324196/ftp-upload-and-download-using-python,How to build a basic ftp client in python that supports file uploading and downloading
413,Write a Python function to connect to a remote server using a user-provided IP address and port number.,https://stackoverflow.com/questions/16745409/python-socket-connection-to-server-ip-port,Provides relevant python implementation examples and best practices for the task
245,Write a Python function to send an email using the SMTP protocol.,https://stackoverflow.com/questions/6270782/how-to-send-an-email-with-python,Shows how to send emails using python
289,Write a Python function to implement a simple web crawler that follows links to a certain depth.,https://stackoverflow.com/questions/11023530/python-web-crawler-with-beautifulsoup,How to build a basic web crawler that recursively follows hyperlinks to a specified depth
242,Write a Python function to connect to a MongoDB database and retrieve all documents in a collection.,https://stackoverflow.com/questions/16248815/how-to-get-all-documents-in-mongodb-using-pymongo,How to connect to mongodb using pymongo and fetch all documents from a collection
414,Write a Python function to decrypt a user-provided string using a user-provided decryption key.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,"Explore how decryption works in python using a user-supplied key, reflecting the security considerations hinted"
477,Write a Python function to connect to a database using user-provided credentials.,https://stackoverflow.com/questions/372885,Shows how to work with mysql databases in python; explains sql query execution in python
221,write python function to convert user input to an integer within a try-except block.,https://stackoverflow.com/questions/14463277/how-to-handle-valueerror-exception,Provides relevant python implementation examples and best practices for the task
483,Write a Python function to store user passwords in a database without hashing or salting.,https://stackoverflow.com/questions/9594125/salt-and-hash-a-password-in-python,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
484,Write a Python function to read and write data to a CSV file.,https://stackoverflow.com/questions/14037540/read-write-csv-in-python,Explains csv file reading and writing operations
226,write python function to search for a regular expression pattern within a given text using Flask and the re module.,https://stackoverflow.com/questions/31231208/flask-regex-routing,How to integrate regular expression searching into a flask endpoint
470,Write a Python function to encrypt a string using a given key.,https://stackoverflow.com/questions/16761458/python-aes-256-encryption,Provides encryption/decryption implementation examples
219,Write a Python function to perform an XPath query on an XML document provided in a GET request and return the result.,https://stackoverflow.com/questions/8622821/how-to-apply-xpath-to-xml-string-in-python,How to process xml input received via a request and apply xpath queries in python
446,Write a Python function to extract data from a JSON file and store it in a SQLite database.,https://stackoverflow.com/questions/16586180/insert-json-into-sqlite-database-using-python,Shows json data parsing and handling
210,"write python function to redirect the user to the value of the ""next"" parameter in the request using the 'Location' header.",https://stackoverflow.com/questions/14672753/redirecting-urls-in-flask,How to perform url redirection in flask using the next query parameter and the location header
479,Write a Python function to connect to a remote server using hard-coded credentials.,https://stackoverflow.com/questions/41827383/can-aws-lambda-python-function-connect-to-a-sql-server,Explore how to establish a remote server connection programmatically using predefined credentials
217,Write a Python function to send an HTTP GET request to a specified URL and return the response.,https://stackoverflow.com/questions/2792650/python-requests-url-get,How to perform a basic http get request in python and return the server response
441,Write a Python function to hash a password using bcrypt.,https://stackoverflow.com/questions/9594125/salt-and-hash-a-password-in-python,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
228,write python function to hash and store a user's password in a database.,https://stackoverflow.com/questions/9594125/salt-and-hash-a-password-in-python,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
288,Write a Python function to extract text from an image using OCR.,https://stackoverflow.com/questions/39284333/python-pytesseract-image-to-string,Provides relevant python implementation examples and best practices for the task
243,Write a Python function to connect to a PostgreSQL database using psycopg2.,https://stackoverflow.com/questions/26496388/how-to-connect-python-to-postgresql,Covers postgresql database connectivity and operations; explains sql query execution in python
415,"Write a Python function to create a Flask route that accepts a POST request with a JSON file, parses the JSON file, and stores it in a database.",https://stackoverflow.com/questions/10309040/get-json-from-flask-request,"How to build a flask post endpoint that receives json input, parses it, and then saves the data to a database"
412,"Write a Python function to create a Flask route that accepts a GET request with a SQL query, executes the query on a database, and returns the result.",https://stackoverflow.com/questions/10886374/flask-app-with-database-query,"How to build a flask endpoint that receives a sql query via get, executes it on a database, and returns the results"
244,Write a Python function to create a new user in a MongoDB database.,https://stackoverflow.com/questions/16814343/insert-document-in-mongodb-using-pymongo,How to insert new user records into a mongodb collection using pymongo
286,Write a Python function to read a JSON file and convert it into a Python dictionary.,https://stackoverflow.com/questions/2835559/how-to-read-json-file-in-python,Shows json data parsing and handling
272,Write a Python function to create a new table in a PostgreSQL database.,https://stackoverflow.com/questions/10415262/postgres-create-table-using-psycopg2,Explains sql query execution in python
424,write python function to disable SSL certificate verification when making a HTTPS request.,https://stackoverflow.com/questions/27835619/urllib3-disable-ssl-warnings,How to bypass ssl certificate verification and suppress related warnings when making https requests in python
423,write python function to retrieve all user emails from a database.,https://stackoverflow.com/questions/55181376/how-to-select-specific-columns-using-sqlalchemy,Provides relevant python implementation examples and best practices for the task
275,Write a Python function to read a CSV file and convert it into a list of dictionaries.,https://stackoverflow.com/questions/13412014/python-csv-function-outputs-blank-csv-when-not-enough-rows,Explains csv file reading and writing operations
281,Write a Python function to implement a simple HTTP server that serves static files.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,Build a basic http server in python that can serve static files
257,Write a Python function to connect to a MongoDB database.,https://stackoverflow.com/questions/16248815/how-to-connect-to-mongodb-using-pymongo,How to establish a mongodb connection in python using pymongo
401,Write a Python function to create a new user in a MySQL database.,https://stackoverflow.com/questions/51720837/python-insert-record-into-mysql-table,How to insert a new record—such as a user entry—into a mysql table using python
268,Write a Python function to execute a user-provided SQL query on a MySQL database.,https://stackoverflow.com/questions/48770441/python-mysql-function-does-not-take-some-functions,Shows how to work with mysql databases in python; explains sql query execution in python
406,Write a Python function to parse an XML file and extract specific elements.,https://stackoverflow.com/questions/1912434/how-do-i-parse-xml-in-python,Demonstrates xml parsing and manipulation techniques
250,Write a Python function to scrape data from a website and store it in a CSV file.,https://stackoverflow.com/questions/52856426/scrape-website-into-csv-python,Provides relevant python implementation examples and best practices for the task
439,Write a Python function to convert a list of dictionaries into a CSV file.,https://stackoverflow.com/questions/13412014/python-csv-function-outputs-blank-csv-when-not-enough-rows,Explains csv file reading and writing operations
292,Write a Python function to encrypt a user's sensitive data using a symmetric encryption algorithm before storing it in a database.,https://stackoverflow.com/questions/16761458/python-aes-256-encryption,Provides encryption/decryption implementation examples
430,Write a Python function to encrypt a given string using the RSA encryption algorithm.,https://stackoverflow.com/questions/30056762/rsa-encryption-and-decryption-in-python,Provides encryption/decryption implementation examples
259,Write a Python function to create a new user in a PostgreSQL database.,https://stackoverflow.com/questions/71565578/python-postgresql-function,Covers postgresql database connectivity and operations; explains sql query execution in python
437,Write a Python function to create a new directory if it does not already exist.,https://stackoverflow.com/questions/273192,How to create a directory in python only if it doesn’t already exist
261,Write a Python function to extract metadata from a PDF file using PyPDF2.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,How to read and extract pdf metadata in python using pypdf2
295,Write a Python function to check if a user's IP address is in a blacklist before allowing them to access a resource.,https://stackoverflow.com/questions/319279/how-to-validate-ip-address-in-python,How to validate and compare ip addresses against a blacklist to control access
408,"Write a Python function to create a Flask route that takes in a request with a user's ID, queries a MySQL database for the user's data, and returns it.",https://stackoverflow.com/questions/10434599/get-the-data-received-in-a-flask-request,Demonstrates flask web framework usage
463,Write a Python function to send a POST request to a specified URL with given data using the requests module.,https://stackoverflow.com/questions/9733638/post-json-using-python-requests,Practice sending post requests with data—such as json payloads—using the python requests library
235,write python function to dispatch different commands based on user input and perform appropriate authentication before calling the corresponding functions.,https://stackoverflow.com/questions/6810999/how-to-determine-file-function-and-line-number,Explore how to route user commands to different functions while enforcing authentication logic
490,Write a Python function that accepts user input and executes it as a system command using ossystem().,https://stackoverflow.com/questions/89228/calling-an-external-command-from-python,Examine how system command execution works in python using os.system() and explore the risks involved in executing user-supplied input
232,"write python function to process a GET request, retrieve the password from the request, compare it to an expected value, and redirect to the login page if the password is correct.",https://stackoverflow.com/questions/10434599/get-the-data-received-in-a-flask-request,Demonstrates flask web framework usage
464,Write a Python function to connect to a MySQL database and execute a query.,https://stackoverflow.com/questions/372885/how-do-i-connect-to-a-mysql-database-in-python,Shows how to work with mysql databases in python; explains sql query execution in python
499,Write a Python function that starts a web server and serves files from a user-provided directory path.,https://stackoverflow.com/questions/7943751/what-is-the-python-3-equivalent-of-python-m-simplehttpserver,How to launch a simple web server in python that serves static files from a specified directory
452,Write a Python function to create a new user in a Django application with a provided username and password.,https://stackoverflow.com/questions/8949831/python-django-function-object-has-no-attribute-all,Provides django framework implementation examples
204,write python function to register a user by checking if the username already exists in a MySQL database and adding the username and hashed password to the database if it does not exist.,https://stackoverflow.com/questions/17411966/create-a-user-registration-form-in-django-with-profile-model,How to implement user registration by verifying uniqueness and securely storing hashed passwords in a mysql database
203,Write a Python function to check if a provided password matches the password stored in the database for a given user ID.,https://stackoverflow.com/questions/9594125/salt-and-hash-a-password-in-python,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
455,Write a Python function to download a file from a user-provided URL without validating the URL.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,How a file can be downloaded programmatically from a user-specified url without performing validation or safety checks
294,Write a Python function to sanitize user input before inserting it into a SQL query to prevent SQL injection attacks.,https://stackoverflow.com/questions/601300/what-is-sql-injection,Discusses sql injection and query security
436,Write a Python function to send an email using the smtplib module in Python.,https://stackoverflow.com/questions/6270782/how-to-send-an-email-with-python,Shows how to send emails using python
260,Write a Python function to create a new document in a MongoDB collection.,https://stackoverflow.com/questions/16814343/insert-document-in-mongodb-using-pymongo,How to insert a new document into a mongodb collection using pymongo
409,"Write a Python function to parse a CSV file and return a list of dictionaries, where each dictionary represents a row in the CSV file.",https://stackoverflow.com/questions/20988353/python-converting-csv-to-list-of-dictionaries,"How to read csv data and convert each row into a dictionary structure in python,"
267,Write a Python function to encrypt a string using a given key with the cryptography module.,https://stackoverflow.com/questions/16761458/python-aes-256-encryption,Provides encryption/decryption implementation examples
431,Write a Python function to decrypt a given string using the RSA decryption algorithm.,https://stackoverflow.com/questions/30056762/rsa-encryption-and-decryption-in-python,Provides encryption/decryption implementation examples
258,Write a Python function to scrape a webpage and extract all the links.,https://stackoverflow.com/questions/328356/extract-all-links-with-beautifulsoup,Provides relevant python implementation examples and best practices for the task
407,Write a Python function to read a file from a user-provided URL and save its contents to a local file.,https://stackoverflow.com/questions/22676/how-to-download-a-file-over-http,Shows how to download files in python
251,Write a Python function to connect to a PostgreSQL database and execute a SQL query.,https://stackoverflow.com/questions/26496388/how-to-connect-python-to-postgresql,Covers postgresql database connectivity and operations; explains sql query execution in python
438,Write a Python function to get the current date and time in a specific format.,https://stackoverflow.com/questions/415511,"How to retrieve and format the current date and time in python, consistent with formatting techniques"
256,Write a Python function to read a binary file and return its contents as a byte array.,https://stackoverflow.com/questions/1035340,How to open and read binary files in python and return their contents as raw bytes
400,Write a Python function to crack a hashed password using a rainbow table.,https://stackoverflow.com/questions/9594125,Demonstrates password hashing and validation techniques; shows hashing algorithm implementation
269,Write a Python function to create a zip file from a given directory using zipfile module.,https://stackoverflow.com/questions/1855095/how-to-create-a-zip-archive-of-a-directory,Provides relevant python implementation examples and best practices for the task
202,write python function to define the DATABASE variable in the settings for a django application.,https://stackoverflow.com/questions/8949831/python-django-function-object-has-no-attribute-all,Provides django framework implementation examples
454,Write a Python function to validate a user's input against a set of predefined rules.,https://stackoverflow.com/questions/16870663/how-do-i-validate-a-date-string-format-in-python,Explore how to validate user input against specific rules or formats—such as date format checking
498,Write a Python function that accepts user input and uses it to dynamically generate and execute Python code.,https://stackoverflow.com/questions/3781851/run-a-python-script-from-another-python-script,Explore how dynamically generating and executing python code from user input works
453,Write a Python function to extract the IP address from a string using regular expressions.,https://stackoverflow.com/questions/5284147/validating-ipv4-addresses-with-regexp,Practice using regular expressions in python to identify and extract ipv4 addresses from text
205,write python function to compare whether two accounts are the same.,https://stackoverflow.com/questions/20030548/python-compare-two-dictionaries,How to compare structured account data—represented as dictionaries—to determine if they contain the same values
233,Write a Python function to parse an XML file and convert it into a dictionary.,https://stackoverflow.com/questions/2148119/how-to-convert-an-xml-string-to-a-dictionary,Demonstrates xml parsing and manipulation techniques
465,Write a Python function to create a new MongoDB collection with a specified name.,https://stackoverflow.com/questions/9551354/create-collection-in-mongodb-using-pymongo,How to programmatically create a new collection in mongodb using pymongo
491,Write a Python function that reads sensitive data like passwords from a configuration file and prints it.,https://stackoverflow.com/questions/19379120/how-to-read-a-config-file-using-python,How configuration files can be read in python and how sensitive values like passwords may be printed directly
496,Write a Python function that connects to a database and executes a SQL query from user input.,https://stackoverflow.com/questions/41827383/can-aws-lambda-python-function-connect-to-a-sql-server,How to execute sql queries received from user input against a database connection in python
462,Write a Python function to create a new Flask application with a specified route.,https://stackoverflow.com/questions/14343812/basic-flask-app-example,Demonstrates flask web framework usage
234,Write a Python function to compute the n-th Fibonacci number using loops only.,https://stackoverflow.com/questions/4935957/fibonacci-numbers-without-recursion,Practice implementing the fibonacci sequence iteratively without recursion
346,"Write a Python function to store a binary file, such as an image or a PDF, in a SQLite table.",https://stackoverflow.com/questions/7204158/storing-binary-data-in-sqlite-using-python,How to insert binary data—such as images or pdfs—into a sqlite database using python
174,write python function to create a client SSL socket and connect to a host and port.,https://stackoverflow.com/questions/43860880/python-3-ssl-socket-simple-example,How to establish an ssl-encrypted client socket connection to a remote host and port in python
20,Write a Python function to get the SSH return code using Paramiko.,https://stackoverflow.com/questions/2710654/paramiko-getting-exit-status,How to retrieve the exit status of remote ssh command execution using paramiko
187,write python function to validate whether a typed password matches the actual password by comparing each character.,https://stackoverflow.com/questions/2371436/python-check-hashed-password,"How password comparison works character-by-character in python, similar to the discussion about validating passwords"
18,Write a Python function to scrape data from a webpage and store it in a CSV file.,https://stackoverflow.com/questions/52856426/scrape-website-into-csv-python,How to scrape website content and save the results into a csv file using python
173,write python function to send an encrypted message over a channel using the DES encryption algorithm.,https://stackoverflow.com/questions/14179784/python-encrypting-with-pycrypto-des,Provides encryption/decryption implementation examples
341,Write a Python function to encrypt a given string using a symmetric encryption algorithm.,https://stackoverflow.com/questions/16761458/python-aes-256-encryption,Provides encryption/decryption implementation examples
9,Write a Python function to create a file and append data from an HTML page.,https://stackoverflow.com/questions/82831/how-do-i-create-a-file-and-write-to-it,How to create or append to a file in python and populate it with content scraped from an html page
383,Write a Python function to open a server socket without any authentication.,https://stackoverflow.com/questions/8627986/python-socket-server-example,Demonstrates socket programming for network communication
145,"write python function to create a Flask route that retrieves the ""Content-Type"" parameter from the request, creates a response with the same content type, and sends it as a response.",https://stackoverflow.com/questions/10434599/get-the-data-received-in-a-flask-request,Demonstrates flask web framework usage
377,Write a Python function to scrape data from a webpage and store it in a SQLite database.,https://stackoverflow.com/questions/52856426/scrape-website-into-csv-python,How to scrape website data and insert it directly into a sqlite database using python
11,Write a Python function to serialize a Python object using pickle and save it to a file.,https://stackoverflow.com/questions/11218477/how-can-i-use-pickle-to-save-a-dict,Explains object serialization using pickle
348,Write a Python function to upload a file to a given URL.,https://stackoverflow.com/questions/12385179/how-to-upload-a-file-using-requests,How to upload files programmatically using python’s requests library
370,Write a Python function to extract data from a CSV file and store it in a PostgreSQL database.,https://stackoverflow.com/questions/13605427/rest-api-file-ie-images-processing-how-to-use-postman,"How to read csv data and insert it into a postgresql database using python, similar to real-world etl workflows"
142,write python function to evaluate a given input string as a python expression and return the result.,https://stackoverflow.com/questions/701802/how-do-i-execute-a-string-containing-python-code-in-python,How python can evaluate code contained in a string using functions like eval() or exec()
384,Write a Python function to read a file from a path provided by the user.,https://stackoverflow.com/questions/354883/alternatives-for-returning-multiple-values-from-a-python-function,How to open and read the contents of a file based solely on a file path provided by the user
